sequence1,sequence2,max_length,is_duplicate
-1 3 2 2 4 2 4 4 2 3 3 4 2 2 3 0 1 1 -1 -1 0 0 4 3 3 2 2 1 1 3 0 0 0 1 2 1 1 0 0 4 2 2 1 1 0 0 4 3 3 3 ,3 2 3 3 4 4 4 4 4 2 3 3 3 3 3 3 3 3 3 3 1 4 0 4 0 0 2 ,53,1
-1 3 2 2 3 3 2 2 4 4 4 3 3 4 2 3 1 1 1 -1 -1 -1 0 0 3 1 1 1 3 3 3 2 4 0 0 4 0 4 2 3 1 1 1 ,3 3 4 4 4 4 3 3 3 1 1 1 0 1 1 0 0 3 2 2 2 2 2 1 1 0 0 4 0 4 3 3 1 1 4 3 3 3 0 ,49,1
3 3 2 3 3 2 4 2 2 3 3 3 3 4 2 2 0 0 0 4 1 1 -1 -1 -1 0 0 0 4 1 1 3 3 2 2 4 0 4 0 0 3 0 4 4 4 2 0 0 3 1 1 1 2 3 3 1 4 1 3 ,2 3 4 4 3 3 3 3 3 3 3 0 0 0 4 1 1 1 3 1 1 0 0 0 0 2 4 2 2 1 1 0 0 4 0 0 0 ,59,1
3 2 3 2 4 4 2 2 4 2 3 3 3 3 3 4 4 1 1 1 -1 -1 -1 0 3 1 1 3 3 3 3 1 0 0 0 0 1 0 3 1 0 1 4 1 1 1 3 1 3 3 ,3 3 2 4 3 3 3 3 3 3 3 3 3 0 0 1 1 1 1 1 1 0 0 0 0 2 4 ,52,1
-1 2 2 2 3 3 3 3 4 4 2 0 1 4 4 -1 -1 -1 -1 0 0 1 1 4 1 2 4 0 0 0 1 0 0 3 1 1 4 2 2 1 0 0 0 1 1 3 3 1 1 0 1 3 3 ,-1 2 3 4 4 4 2 2 3 3 3 3 0 4 1 1 1 0 1 3 0 2 4 4 2 4 3 4 0 1 0 0 1 ,53,1
-1 3 2 3 2 4 4 2 2 3 3 3 3 3 3 4 4 0 0 1 1 1 1 1 -1 0 0 0 1 3 2 2 1 1 3 0 4 3 3 4 4 2 1 0 4 1 1 3 3 4 1 1 0 0 1 ,2 2 3 4 4 3 3 3 3 3 3 3 1 4 4 1 1 1 0 2 ,55,1
-1 3 3 2 4 4 4 4 2 2 3 3 4 2 0 4 4 1 1 -1 3 0 0 1 1 4 3 3 2 2 2 2 1 0 3 0 1 2 2 1 0 3 1 2 3 3 4 0 4 3 3 ,-1 3 3 2 2 4 4 4 2 2 3 0 0 0 4 4 1 0 1 0 0 0 2 4 2 2 2 2 2 1 1 0 ,57,1
-1 2 2 4 4 3 3 3 4 4 2 0 0 1 1 4 0 0 0 1 1 4 3 2 1 1 0 3 1 0 3 3 4 2 2 0 0 0 1 1 1 2 3 4 3 1 3 3 3 3 ,-1 -1 3 3 2 3 3 4 4 4 3 3 3 3 3 3 3 3 3 0 1 1 4 1 1 0 0 1 3 0 2 2 2 ,56,1
2 4 4 4 4 2 4 4 4 3 4 2 0 3 1 1 1 1 -1 -1 0 0 0 1 1 1 1 1 3 2 2 4 3 0 1 1 0 0 0 1 2 2 0 0 0 0 4 2 3 3 0 1 1 3 3 ,2 3 2 4 4 4 4 4 4 2 2 3 3 3 0 0 1 1 1 1 1 0 1 4 2 4 4 2 2 1 1 0 0 1 1 0 3 1 1 1 3 3 3 2 2 3 4 4 0 ,59,1
3 4 4 4 4 2 3 3 3 3 2 2 0 0 0 4 -1 -1 -1 3 0 1 1 1 1 4 3 0 0 0 0 0 1 4 2 1 1 3 0 0 1 4 2 3 1 0 1 ,3 2 3 2 2 4 4 4 4 2 3 3 3 3 0 0 0 0 1 1 1 3 1 0 0 0 0 2 4 2 4 2 2 1 0 1 0 0 0 3 1 3 2 ,56,1
-1 2 2 2 4 2 4 4 2 2 3 3 4 4 2 3 0 0 1 1 1 1 0 1 1 1 1 3 0 1 0 0 1 1 3 0 0 1 1 4 2 1 4 3 1 3 3 3 ,-1 3 2 3 3 ,49,1
-1 3 2 4 4 4 2 4 4 4 2 3 3 4 2 0 4 1 4 -1 -1 -1 0 3 1 3 3 3 3 2 2 2 2 4 0 0 1 3 0 0 4 4 0 0 1 3 3 1 1 1 3 ,-1 3 2 4 4 4 2 3 3 3 3 0 0 4 4 1 0 0 ,51,1
3 3 2 2 4 4 2 4 4 2 3 3 0 0 0 1 1 1 1 4 -1 -1 -1 3 0 1 1 4 1 1 3 3 4 3 1 0 0 0 1 4 2 4 0 3 1 1 2 2 1 1 0 3 3 3 3 ,3 3 2 4 4 4 4 2 3 3 3 3 3 3 3 3 0 ,55,1
-1 3 2 4 2 2 3 3 0 0 0 1 1 -1 -1 -1 -1 0 1 1 1 1 1 2 2 1 0 0 1 3 0 0 1 4 4 2 4 0 0 0 1 1 3 ,-1 3 3 2 2 4 4 4 4 4 4 4 3 3 3 3 0 1 1 1 1 1 1 4 3 1 0 0 0 2 4 4 2 4 2 2 1 1 3 0 4 1 1 3 3 0 1 1 4 0 1 1 1 ,58,1
-1 3 2 4 4 2 2 2 3 0 1 1 1 -1 -1 -1 0 3 1 4 3 3 2 2 2 1 3 3 4 0 0 0 2 1 0 0 4 1 3 3 1 1 0 1 3 3 3 ,2 2 3 4 4 4 4 4 2 3 3 3 3 3 3 3 3 1 4 ,48,1
-1 3 2 3 2 2 4 2 2 3 2 2 0 0 0 4 4 1 -1 -1 0 0 3 1 1 1 1 2 2 4 0 0 1 0 0 0 2 2 1 0 1 1 1 1 2 1 1 3 3 ,2 4 4 2 2 3 3 3 3 3 3 ,49,1
-1 3 3 3 2 4 4 2 2 4 3 3 4 2 0 1 1 4 -1 -1 -1 0 0 0 4 1 1 3 3 3 3 2 2 0 3 1 0 3 0 0 1 4 4 2 1 0 3 1 1 1 2 3 4 1 0 0 1 3 3 3 ,3 3 3 2 4 3 3 3 3 3 1 1 1 0 1 0 0 4 2 2 4 0 0 1 0 0 1 0 0 1 1 3 3 2 2 1 ,60,1
3 3 2 2 4 4 4 4 4 4 4 2 3 3 4 4 2 2 0 0 3 4 1 1 -1 0 0 1 1 1 3 2 2 2 1 0 0 1 0 0 0 1 4 4 2 1 3 3 1 1 1 2 4 1 0 1 1 3 ,3 3 3 2 4 ,58,1
3 2 2 3 2 4 4 4 3 3 3 4 4 4 2 0 4 1 -1 -1 0 0 0 4 1 3 2 1 0 0 1 0 0 0 0 4 4 4 2 1 0 0 0 1 3 3 1 4 0 3 3 ,-1 3 2 4 4 3 ,51,1
-1 -1 3 3 2 2 4 4 4 2 3 3 3 4 2 0 0 3 1 -1 -1 -1 -1 3 0 0 1 1 3 3 1 1 0 0 0 1 4 0 3 1 1 2 3 1 1 0 1 3 3 ,-1 3 2 2 3 2 4 4 4 4 2 2 3 3 3 3 3 3 3 0 1 1 1 0 0 0 2 2 2 2 4 2 1 0 ,49,1
3 3 3 2 4 2 2 2 3 3 3 4 4 0 3 1 1 1 1 -1 -1 -1 0 3 1 4 1 3 1 0 0 4 0 0 0 0 1 1 4 4 2 3 0 4 2 3 4 0 3 ,2 3 2 4 4 3 3 3 3 3 3 0 0 1 1 1 4 4 1 0 0 2 2 4 2 1 0 0 ,51,1
-1 2 2 2 4 2 3 3 4 4 2 0 0 0 4 4 1 -1 -1 0 0 1 1 3 4 3 3 1 1 4 4 0 1 1 0 0 1 1 3 ,3 3 4 3 3 3 3 0 0 0 4 1 1 1 1 3 1 0 2 2 4 2 2 2 1 3 1 0 0 4 0 3 4 ,52,1
-1 -1 3 2 2 4 4 4 2 3 3 3 3 3 4 2 0 0 1 1 1 1 -1 -1 3 0 1 1 1 1 3 3 0 0 1 3 1 1 0 0 0 1 4 4 3 1 3 3 3 ,-1 -1 4 4 3 3 3 3 3 3 3 3 3 0 0 0 1 1 4 1 1 0 3 4 4 4 2 2 1 1 0 0 1 ,49,1
-1 2 2 3 2 2 4 4 4 4 2 3 3 4 4 2 3 1 1 -1 -1 -1 0 0 0 1 1 4 1 3 3 3 3 2 2 2 2 0 0 0 0 1 3 0 3 1 2 2 1 0 0 0 0 1 1 4 1 3 ,-1 3 2 4 4 4 2 3 3 3 3 3 3 ,58,1
-1 -1 2 2 3 2 2 4 4 2 4 2 3 4 2 2 0 0 0 1 1 1 1 -1 -1 -1 3 4 1 1 1 1 3 3 3 3 0 0 0 1 1 0 3 1 4 1 0 3 1 1 2 3 1 4 0 0 1 1 3 ,-1 -1 3 2 2 4 4 4 4 2 3 3 3 3 0 4 1 1 1 1 0 0 3 0 0 4 2 2 ,59,1
3 2 2 3 4 4 2 2 4 4 3 3 3 3 4 4 2 3 3 -1 -1 -1 3 3 1 1 1 3 3 2 2 2 0 0 0 0 0 0 0 1 1 1 3 3 1 2 3 3 1 1 ,2 2 3 2 2 2 3 3 3 3 3 3 0 3 4 1 1 1 1 0 0 4 2 2 2 2 2 1 1 0 ,54,1
-1 3 3 2 4 4 2 3 4 4 4 2 0 0 0 4 1 1 -1 -1 -1 -1 0 0 4 1 1 3 3 3 2 1 0 0 0 0 0 0 2 1 3 3 1 1 2 3 3 1 1 1 1 3 3 ,3 3 2 3 3 2 4 4 3 3 3 3 0 0 0 4 1 1 0 4 0 0 0 0 2 2 2 ,53,1
3 3 2 2 2 4 2 4 4 4 2 2 3 4 2 0 0 1 1 1 -1 -1 -1 -1 0 4 4 1 3 3 3 2 2 2 1 4 0 0 0 2 2 1 1 0 0 0 4 1 3 1 4 0 1 ,-1 3 2 2 2 2 4 4 4 2 3 3 3 3 3 3 0 0 0 4 1 1 4 0 1 0 0 2 2 4 2 2 2 2 1 1 3 1 0 0 0 3 1 1 3 2 2 0 0 1 1 1 0 0 1 1 -1 -1 0 1 1 3 ,62,1
-1 3 2 4 4 2 3 3 3 4 4 3 0 4 1 1 4 -1 -1 -1 0 3 1 1 1 1 1 3 3 2 1 0 0 1 1 0 0 3 4 4 4 2 0 4 1 2 3 4 4 3 4 3 ,-1 2 3 2 4 4 3 3 3 3 3 3 3 3 3 3 0 0 4 1 1 4 0 0 1 1 0 0 2 4 4 2 2 2 2 3 4 4 3 4 3 2 0 0 1 1 ,52,1
-1 -1 2 2 2 4 4 4 4 4 2 3 3 3 2 2 0 0 1 4 1 1 -1 -1 0 0 1 4 3 2 1 0 1 1 0 0 3 1 1 4 1 2 2 3 1 1 4 0 1 1 3 3 3 ,3 2 2 4 4 4 4 4 4 3 3 3 3 3 3 3 0 0 0 4 1 1 1 1 1 4 0 2 4 4 ,55,1
2 2 2 4 4 4 4 4 3 3 3 3 3 3 4 1 1 -1 -1 -1 -1 0 0 0 4 4 1 3 3 3 2 2 1 1 0 0 1 0 0 0 0 0 2 1 1 3 0 0 1 4 2 1 4 1 ,3 2 3 3 4 4 4 4 2 3 3 3 3 3 3 3 0 0 1 1 1 1 1 4 3 1 0 2 2 2 2 2 1 1 3 0 0 0 0 1 3 ,54,1
2 4 4 2 2 3 3 3 3 4 2 0 0 0 1 1 1 3 0 0 1 1 1 3 3 2 2 4 0 3 3 0 0 4 4 2 1 0 0 1 1 1 2 3 1 1 0 1 3 3 ,-1 -1 2 3 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 0 0 0 1 4 1 0 1 0 0 0 2 4 4 2 ,63,1
2 3 4 2 4 2 2 3 3 3 4 0 0 0 0 1 1 4 -1 -1 0 3 1 1 3 2 2 2 1 3 0 0 1 0 0 1 0 0 1 1 2 2 3 1 1 3 3 3 ,-1 3 2 2 3 2 4 4 4 2 3 3 3 3 3 3 4 1 1 4 1 0 1 0 0 2 2 2 0 0 0 0 0 0 1 3 2 3 1 1 4 1 1 3 1 1 1 -1 3 1 4 4 3 ,53,1
-1 2 2 2 2 4 2 3 3 3 4 4 2 0 0 1 1 1 1 -1 -1 0 3 4 4 3 2 0 0 1 0 0 0 2 2 4 3 3 4 4 3 1 1 1 3 3 3 ,-1 3 3 3 2 4 3 3 3 3 3 3 3 3 0 0 1 1 1 1 4 0 0 3 2 2 2 4 4 2 2 2 1 3 1 1 0 0 1 4 3 3 2 0 1 0 0 1 4 0 ,52,1
-1 -1 3 2 4 4 4 3 3 3 3 3 4 2 0 0 0 4 1 -1 -1 0 0 1 1 2 2 3 1 1 0 0 4 1 3 3 1 1 2 3 1 1 1 1 0 1 3 3 ,3 3 2 2 3 4 4 2 2 3 3 3 3 3 3 0 0 1 1 1 1 0 1 1 0 0 ,48,1
-1 3 3 2 2 4 2 4 4 3 3 3 4 4 2 0 1 1 1 1 1 -1 -1 0 0 1 1 1 1 1 1 2 2 2 1 3 3 0 0 4 4 1 1 0 3 1 4 2 4 0 0 1 3 ,3 3 2 2 2 4 4 2 3 3 3 3 3 3 3 3 4 4 1 0 0 1 0 0 4 2 2 2 2 1 0 1 0 1 0 0 3 3 3 2 2 4 1 1 1 1 3 1 ,53,1
-1 -1 3 3 4 2 4 4 4 3 3 3 2 0 1 4 -1 -1 -1 0 0 0 1 1 1 3 3 3 2 2 1 1 1 0 0 0 1 4 1 1 0 3 1 1 1 3 1 1 0 1 1 3 3 ,3 2 2 3 4 4 2 2 3 3 3 3 3 3 3 3 3 0 0 1 1 1 1 1 1 1 0 1 1 3 1 1 4 3 0 1 3 2 2 1 ,53,1
3 2 4 4 2 2 4 4 2 3 3 3 4 2 2 0 1 4 4 -1 -1 0 0 1 1 3 3 3 1 1 3 0 0 1 0 0 0 0 4 2 2 1 3 3 1 1 3 1 1 4 0 4 3 ,-1 2 3 2 4 2 3 3 3 3 3 3 3 0 3 1 4 4 3 ,56,1
-1 -1 3 3 2 2 3 4 2 4 3 3 3 3 3 4 2 1 4 1 -1 -1 -1 0 0 1 1 1 3 3 2 2 2 4 0 3 1 3 0 0 1 1 1 1 0 0 4 1 2 1 1 1 ,2 4 4 4 4 4 4 2 3 3 3 3 3 3 4 1 1 1 0 1 1 0 0 2 4 2 2 0 1 0 1 0 0 4 1 3 0 0 4 4 4 ,52,1
-1 3 2 2 2 4 4 4 4 4 4 4 2 2 3 3 3 4 4 2 0 0 0 1 1 1 1 1 1 -1 -1 1 4 1 1 3 2 2 4 0 0 0 0 0 3 1 4 0 0 0 0 1 1 2 1 1 3 3 3 ,3 3 2 3 2 2 4 4 3 3 3 3 0 1 1 4 3 4 0 3 4 4 2 4 4 4 0 0 1 1 3 1 0 1 1 3 3 1 1 1 3 1 1 1 -1 0 4 4 ,59,1
-1 -1 3 2 2 3 3 2 4 2 2 3 3 4 4 2 2 0 3 1 1 1 -1 -1 -1 0 0 0 1 1 3 3 4 0 0 1 1 4 2 2 1 0 0 0 0 1 1 1 1 1 1 1 0 0 4 3 ,-1 3 3 2 3 4 4 2 2 3 3 3 3 1 4 1 4 0 0 0 0 ,56,1
-1 3 2 2 4 4 2 4 3 3 3 4 2 0 3 4 1 -1 0 0 0 4 1 1 1 1 3 2 2 1 3 3 1 3 1 1 1 1 0 3 1 4 1 1 1 1 1 ,3 2 3 2 2 4 4 4 4 3 3 3 3 0 0 3 1 1 1 0 0 4 2 4 2 2 4 1 1 0 1 3 3 1 1 4 3 3 3 2 0 1 1 1 1 3 1 1 ,52,1
2 2 3 3 2 2 4 4 2 4 4 3 3 4 0 0 0 0 1 1 1 -1 -1 -1 -1 0 0 0 1 1 4 1 3 3 3 2 2 0 3 4 0 0 0 1 4 4 0 0 0 4 4 3 1 1 1 3 1 3 3 3 ,3 3 4 4 4 4 3 3 3 3 3 0 0 4 1 1 1 0 ,60,1
2 3 4 2 4 4 2 2 4 4 0 0 4 4 -1 -1 0 0 1 1 1 3 3 2 2 2 4 0 0 0 1 0 0 3 1 4 4 2 1 1 0 4 1 1 3 3 1 1 0 3 ,2 2 3 2 4 4 2 3 3 3 3 0 0 3 4 1 1 1 0 0 1 0 3 2 2 4 4 2 1 1 0 3 1 3 1 3 3 0 1 4 4 0 0 1 1 4 -1 -1 ,52,1
-1 -1 2 3 4 4 3 3 3 3 4 2 0 0 4 1 1 -1 -1 0 3 4 4 1 3 2 0 0 0 3 0 1 1 3 0 1 1 2 2 3 1 1 1 3 3 ,3 3 2 4 4 2 2 3 3 3 ,55,1
-1 3 3 2 2 2 4 4 4 4 4 2 2 3 3 3 3 4 4 4 0 3 1 1 1 1 1 -1 -1 0 1 1 1 1 2 2 0 1 0 1 2 1 0 0 4 1 1 3 1 4 3 1 1 3 3 3 ,-1 3 3 2 2 4 4 4 4 2 2 3 3 3 3 3 3 3 0 3 1 1 1 1 4 1 0 0 1 1 0 4 2 4 2 2 2 0 0 1 1 0 0 1 3 0 0 1 4 3 3 3 0 1 4 0 1 1 4 0 0 4 3 ,63,1
3 3 2 3 4 2 2 4 4 2 2 3 4 4 4 4 2 2 3 0 0 1 -1 -1 -1 3 3 1 1 1 1 4 2 2 1 1 0 0 1 1 0 0 0 0 4 2 1 0 0 1 1 1 2 3 1 1 1 3 4 3 3 ,-1 3 3 4 4 4 4 2 2 3 3 3 3 3 3 3 0 3 1 1 1 1 1 0 0 0 0 4 2 4 4 2 3 0 3 4 1 1 3 3 3 3 2 0 1 1 1 ,61,1
3 2 3 3 2 4 4 4 4 4 2 3 3 4 2 0 3 1 4 0 0 0 1 1 1 3 2 2 0 0 3 1 1 3 3 0 1 1 4 4 1 3 0 1 3 1 1 1 3 ,-1 3 3 3 4 3 3 3 3 ,49,1
-1 -1 2 4 2 3 4 0 3 1 1 1 1 4 -1 3 1 1 1 1 3 3 2 2 1 1 0 0 0 3 0 1 1 2 2 3 0 0 4 4 3 1 1 0 1 3 3 ,3 2 3 3 4 ,47,1
-1 -1 2 4 4 4 2 4 4 3 3 3 4 2 3 3 1 1 1 -1 -1 -1 -1 0 1 1 1 3 3 2 2 4 3 3 1 0 0 1 4 4 0 1 1 2 1 0 4 3 3 ,3 3 2 4 4 4 4 4 3 3 3 3 3 0 0 0 4 1 1 0 0 0 0 2 2 1 1 0 0 3 4 3 1 1 1 1 3 ,49,1
2 2 4 4 4 4 4 4 3 3 4 2 0 0 3 1 1 1 1 -1 0 0 1 1 1 3 3 2 1 3 1 3 0 4 2 2 1 0 0 0 4 2 2 1 0 1 1 3 ,3 3 2 2 2 4 4 4 2 3 3 3 3 3 3 3 0 1 1 1 1 1 1 1 1 4 0 0 3 2 2 4 2 2 1 1 1 0 0 0 1 1 3 3 3 1 1 1 3 1 -1 -1 3 4 4 ,55,1
-1 -1 2 3 2 2 4 4 3 4 4 4 4 2 2 0 1 1 1 -1 -1 -1 0 0 1 1 4 1 1 3 3 3 2 1 0 0 3 0 0 0 0 1 1 4 4 3 3 4 3 3 1 1 1 0 ,-1 2 2 3 3 2 2 4 2 3 3 3 3 3 3 3 0 1 1 1 4 0 1 1 4 2 4 2 2 4 4 0 3 1 1 1 3 2 2 0 0 1 1 1 0 0 4 1 1 -1 -1 0 ,55,1
-1 2 2 3 3 2 4 4 3 3 3 4 4 4 2 3 0 0 1 1 1 1 -1 -1 0 0 0 4 1 4 3 3 3 2 2 4 3 4 0 0 3 0 0 4 1 3 0 1 2 3 1 1 0 1 3 3 ,3 3 2 3 2 2 3 3 3 3 3 3 3 0 0 0 1 1 1 1 1 ,56,1
-1 -1 2 2 3 3 3 3 4 4 4 2 0 0 1 1 -1 -1 -1 0 3 1 1 1 1 3 3 2 1 1 1 0 3 1 1 1 1 0 3 1 1 1 2 2 3 3 1 1 1 3 4 3 ,3 3 2 3 3 3 3 0 0 4 1 1 1 0 0 0 2 2 4 2 2 2 2 0 0 1 3 3 1 1 3 3 3 3 3 1 1 1 1 3 1 ,52,1
-1 3 2 4 2 4 3 4 4 4 3 1 1 1 -1 -1 -1 -1 0 3 4 4 1 2 0 0 4 0 0 1 4 0 0 0 1 1 3 1 1 0 1 ,2 2 4 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 0 1 1 4 4 0 1 1 3 2 4 2 2 4 2 2 4 3 4 0 1 ,57,1
-1 3 2 3 2 4 4 4 4 3 3 3 4 0 1 1 1 1 -1 0 1 3 3 2 1 4 3 0 3 2 2 1 0 0 0 1 1 1 3 4 0 0 ,3 3 2 4 4 4 4 4 3 3 3 3 3 3 0 4 1 1 4 1 0 0 0 0 0 2 2 4 4 2 1 1 1 3 4 0 3 1 4 3 3 ,53,1
-1 2 2 2 4 4 4 4 4 2 3 3 3 3 4 4 0 3 1 1 1 4 -1 -1 3 0 4 1 1 1 3 3 2 2 2 1 3 1 0 0 0 0 4 2 1 1 0 1 1 1 2 1 0 0 4 3 ,-1 -1 2 4 4 4 4 3 3 3 0 0 0 0 1 1 1 1 1 1 1 0 ,56,1
3 2 3 3 2 2 4 3 4 4 2 0 0 1 -1 -1 -1 -1 -1 3 0 0 1 1 1 1 1 3 3 2 2 1 1 0 1 1 0 0 0 1 0 3 1 1 1 1 2 1 1 1 3 1 3 3 3 ,-1 3 3 3 3 4 4 3 3 0 1 4 1 1 ,55,1
-1 2 2 2 4 4 2 4 3 3 3 3 2 0 0 0 1 1 -1 3 4 1 3 2 2 2 1 3 0 4 0 0 0 0 3 1 1 4 4 1 2 2 3 3 1 0 3 3 ,-1 2 3 2 4 ,48,1
2 3 3 2 2 4 2 4 3 3 3 3 4 0 0 1 1 1 -1 -1 0 3 4 1 1 1 1 3 3 1 3 1 1 0 2 4 0 0 1 1 4 2 3 3 1 3 1 3 ,3 2 4 4 4 2 2 3 3 3 3 3 3 0 0 0 1 1 1 1 4 4 0 0 ,48,1
2 2 3 3 2 4 4 4 4 4 4 2 3 3 3 3 0 0 0 1 1 4 -1 0 0 4 1 1 1 2 2 1 0 0 0 0 0 1 4 2 2 1 0 0 1 4 0 1 1 3 3 ,-1 -1 3 3 4 4 4 3 3 3 3 3 3 3 1 1 1 1 1 0 1 0 0 2 4 4 2 4 3 4 0 0 0 1 1 3 2 0 1 1 4 0 0 1 ,51,1
-1 -1 3 3 2 2 4 4 2 3 3 3 4 2 2 3 4 1 -1 -1 -1 0 0 0 1 1 1 1 1 3 3 3 2 1 0 3 1 0 0 3 3 1 4 4 4 0 0 1 1 2 3 1 0 0 1 3 3 ,-1 -1 3 3 3 2 4 4 4 4 4 4 3 3 3 3 0 0 1 1 1 1 ,57,1
-1 3 3 3 2 4 4 4 3 3 4 0 3 1 1 1 1 1 -1 -1 -1 3 0 4 1 1 3 3 2 1 0 4 0 0 0 0 0 1 4 4 2 2 1 0 0 0 4 1 1 1 1 3 ,-1 -1 3 3 2 4 4 4 4 2 3 3 3 3 3 3 3 3 ,52,1
-1 -1 2 3 4 4 4 4 4 3 3 3 4 4 2 2 0 0 1 1 1 1 -1 -1 0 0 1 4 3 2 2 4 0 0 1 1 0 0 1 4 2 2 1 1 0 0 1 1 1 1 2 2 3 4 3 1 3 ,-1 3 3 2 2 3 4 4 4 4 2 3 3 3 3 3 3 3 0 0 0 1 1 1 1 4 4 3 2 2 4 2 2 1 0 ,57,1
-1 2 2 3 3 4 4 4 4 2 3 3 3 0 0 1 1 4 4 -1 -1 -1 0 0 1 1 3 3 1 0 1 3 0 0 1 4 2 1 3 0 1 2 2 4 4 0 4 3 3 3 ,3 2 2 3 2 4 4 ,53,1
3 2 3 3 2 4 4 4 2 3 3 4 4 4 2 3 0 1 1 1 1 1 -1 3 0 4 4 1 3 2 4 3 4 0 0 0 1 4 4 2 1 1 0 1 3 1 1 1 0 4 3 3 3 ,3 2 3 4 4 2 2 3 3 0 1 1 1 4 1 0 ,53,1
-1 2 3 3 2 2 4 2 4 2 4 4 3 0 0 1 1 -1 -1 -1 -1 -1 1 1 1 3 3 3 2 2 4 3 1 0 0 0 0 4 4 3 1 4 3 1 3 ,3 3 3 4 4 4 4 3 3 3 3 3 3 0 0 4 1 1 1 1 1 1 0 2 2 4 2 2 2 2 1 1 3 1 1 3 1 0 3 ,53,1
-1 -1 2 3 4 4 4 4 2 2 3 3 3 4 0 0 0 1 1 1 -1 0 1 1 3 3 2 2 0 0 1 0 1 3 1 4 2 3 3 1 1 1 1 3 3 ,3 3 3 3 4 4 4 4 3 3 3 3 3 3 3 0 0 0 1 4 3 0 0 2 2 4 2 2 4 4 4 0 0 0 1 1 0 3 1 ,57,1
-1 3 3 2 3 2 2 4 4 4 2 2 3 3 4 4 2 2 1 4 1 1 -1 0 0 0 1 1 1 1 3 1 0 0 1 0 0 0 0 1 1 1 1 2 1 1 1 3 1 1 3 ,-1 -1 3 4 4 3 3 3 3 3 3 3 3 0 4 1 4 1 1 0 0 1 0 0 3 2 4 2 1 1 3 1 0 0 0 1 3 ,53,1
-1 3 4 4 2 4 3 3 4 2 2 0 0 1 1 1 1 -1 0 3 1 1 4 1 1 3 3 2 2 1 0 1 0 0 0 0 1 4 4 1 1 0 0 0 1 1 1 2 3 3 1 1 3 1 1 3 3 ,-1 -1 3 2 3 3 4 4 2 2 3 3 3 3 3 3 3 3 3 3 0 0 0 4 4 1 4 0 1 0 0 4 4 ,57,1
-1 3 3 2 2 4 4 4 3 3 3 4 0 0 0 0 1 4 -1 -1 -1 -1 3 0 1 1 4 3 3 2 1 3 0 0 0 4 4 2 2 4 0 0 3 1 4 2 1 1 1 3 1 3 3 3 3 ,-1 2 2 4 4 4 3 3 3 3 3 0 0 0 4 1 1 1 1 0 1 1 0 0 2 2 4 4 4 2 2 1 0 0 1 ,57,1
-1 -1 3 3 4 4 2 2 3 2 2 3 4 1 -1 -1 0 0 3 1 1 1 1 3 3 2 4 0 0 0 0 0 1 1 4 4 0 0 0 4 4 2 3 3 1 0 ,-1 2 3 4 4 4 4 3 3 3 3 3 3 0 1 1 4 1 1 3 0 4 2 1 3 1 1 0 0 1 1 3 3 3 ,46,1
-1 2 3 3 2 2 2 4 2 3 3 3 4 4 0 1 4 -1 -1 -1 0 0 1 1 3 2 1 0 3 1 1 3 4 4 4 1 1 0 0 0 0 1 1 4 2 2 1 1 3 3 3 ,3 3 2 4 4 4 4 4 3 ,60,1
-1 3 3 3 2 4 4 2 4 4 4 2 3 3 3 4 4 2 3 0 4 -1 -1 -1 -1 3 4 4 3 3 4 0 1 0 0 1 2 2 4 0 0 3 3 1 1 3 1 3 3 3 ,3 2 3 2 4 4 4 4 3 3 3 3 3 1 1 1 4 0 1 2 4 ,50,1
3 3 3 3 2 4 4 4 3 3 3 4 2 3 0 4 1 -1 -1 -1 -1 3 4 1 3 3 1 3 3 1 1 0 0 0 0 0 1 1 4 1 0 0 3 4 1 2 2 3 1 3 ,-1 3 2 3 4 4 4 4 2 3 3 3 3 3 3 3 3 0 0 4 1 1 1 0 1 0 4 2 4 2 0 0 1 3 1 0 4 4 3 2 0 0 4 1 1 1 1 1 1 -1 ,53,1
-1 -1 2 3 3 2 4 4 4 2 4 4 2 2 3 4 2 2 0 0 1 1 1 -1 -1 -1 3 0 1 1 1 3 3 3 1 1 0 0 0 1 1 3 3 4 1 3 0 1 1 1 2 3 3 4 1 1 3 3 ,2 2 4 4 4 4 2 3 3 3 3 3 3 0 0 4 4 4 0 0 2 4 4 2 4 4 2 2 1 3 1 0 1 3 1 1 1 3 3 3 2 1 1 3 4 4 ,58,1
2 2 3 2 4 4 2 3 3 4 4 4 4 2 2 3 0 4 1 1 -1 -1 -1 -1 -1 3 0 1 1 3 3 3 4 0 0 0 1 0 0 0 0 0 2 2 1 0 3 1 1 1 3 1 1 0 0 3 ,-1 2 3 4 4 2 2 3 3 3 3 3 0 0 4 1 1 0 0 3 0 0 2 2 4 2 4 4 2 2 1 0 0 1 1 0 1 0 1 ,56,1
-1 -1 3 3 3 2 4 2 4 4 4 4 2 2 3 3 3 3 0 1 1 1 1 1 1 -1 -1 0 0 0 1 3 3 2 2 2 3 0 4 4 2 1 0 0 0 4 1 2 3 4 0 0 1 3 3 ,-1 -1 3 3 2 4 ,59,1
